date,daily_return
2015-10-15 03:10:30.887473,-0.9299999999999999
2015-10-16 03:10:30.887473,-0.16
2015-10-19 03:10:30.887473,0.51
2015-10-20 03:10:30.887473,2.29
2015-10-21 03:10:30.887473,0.24
2015-10-22 03:10:30.887473,0.33999999999999997
2015-10-23 03:10:30.887473,-0.06
2015-10-26 03:10:30.887473,-2.27
2015-10-27 03:10:30.887473,-0.0
2015-10-28 03:10:30.887473,0.1
2015-10-29 03:10:30.887473,2.9899999999999998
2015-10-30 03:10:30.887473,-0.2
2015-11-02 03:10:30.887473,0.38999999999999996
2015-11-03 03:10:30.887473,-0.01
2015-11-04 03:10:30.887473,-1.37
2015-11-05 03:10:30.887473,1.4000000000000001
2015-11-06 03:10:30.887473,0.9299999999999999
2015-11-09 03:10:30.887473,0.98
2015-11-10 03:10:30.887473,-1.06
2015-11-11 03:10:30.887473,1.71
2015-11-12 03:10:30.887473,-1.6500000000000001
2015-11-13 03:10:30.887473,0.73
2015-11-16 03:10:30.887473,2.6599999999999997
2015-11-17 03:10:30.887473,-1.16
2015-11-18 03:10:30.887473,-0.65
2015-11-19 03:10:30.887473,0.15
2015-11-20 03:10:30.887473,-0.5700000000000001
2015-11-23 03:10:30.887473,-1.83
2015-11-24 03:10:30.887473,0.11
2015-11-25 03:10:30.887473,-1.24
2015-11-26 03:10:30.887473,0.6
2015-11-27 03:10:30.887473,-1.0699999999999998
2015-11-30 03:10:30.887473,1.8900000000000001
2015-12-01 03:10:30.887473,-0.91
2015-12-02 03:10:30.887473,-0.36
2015-12-03 03:10:30.887473,1.01
2015-12-04 03:10:30.887473,-1.4500000000000002
2015-12-07 03:10:30.887473,0.3
2015-12-08 03:10:30.887473,1.6
2015-12-09 03:10:30.887473,-1.9
2015-12-10 03:10:30.887473,0.25
2015-12-11 03:10:30.887473,0.33999999999999997
2015-12-14 03:10:30.887473,0.97
2015-12-15 03:10:30.887473,-1.4500000000000002
2015-12-16 03:10:30.887473,-1.55
2015-12-17 03:10:30.887473,0.66
2015-12-18 03:10:30.887473,0.38999999999999996
2015-12-21 03:10:30.887473,0.33
2015-12-22 03:10:30.887473,0.44999999999999996
2015-12-23 03:10:30.887473,-0.79
2015-12-24 03:10:30.887473,0.31
2015-12-25 03:10:30.887473,0.38
2015-12-28 03:10:30.887473,-0.83
2015-12-29 03:10:30.887473,2.27
2015-12-30 03:10:30.887473,0.6
2015-12-31 03:10:30.887473,-1.4000000000000001
2016-01-01 03:10:30.887473,0.8200000000000001
2016-01-04 03:10:30.887473,-1.1400000000000001
2016-01-05 03:10:30.887473,0.97
2016-01-06 03:10:30.887473,1.4200000000000002
2016-01-07 03:10:30.887473,-0.95
2016-01-08 03:10:30.887473,1.1900000000000002
2016-01-11 03:10:30.887473,0.53
2016-01-12 03:10:30.887473,1.02
2016-01-13 03:10:30.887473,2.31
2016-01-14 03:10:30.887473,-0.26
2016-01-15 03:10:30.887473,-0.8699999999999999
2016-01-18 03:10:30.887473,-1.04
2016-01-19 03:10:30.887473,-0.95
2016-01-20 03:10:30.887473,-0.06
2016-01-21 03:10:30.887473,0.44
2016-01-22 03:10:30.887473,0.36
2016-01-25 03:10:30.887473,1.02
2016-01-26 03:10:30.887473,0.05
2016-01-27 03:10:30.887473,1.77
2016-01-28 03:10:30.887473,-0.29
2016-01-29 03:10:30.887473,3.29
2016-02-01 03:10:30.887473,0.7799999999999999
2016-02-02 03:10:30.887473,-1.0
2016-02-03 03:10:30.887473,-1.26
2016-02-04 03:10:30.887473,0.61
2016-02-05 03:10:30.887473,-0.24
2016-02-08 03:10:30.887473,0.89
2016-02-09 03:10:30.887473,0.6
2016-02-10 03:10:30.887473,-0.06
2016-02-11 03:10:30.887473,-0.9900000000000001
2016-02-12 03:10:30.887473,-1.79
2016-02-15 03:10:30.887473,-0.51
2016-02-16 03:10:30.887473,1.06
2016-02-17 03:10:30.887473,0.29
2016-02-18 03:10:30.887473,-1.46
2016-02-19 03:10:30.887473,0.24
2016-02-22 03:10:30.887473,0.49
2016-02-23 03:10:30.887473,-1.03
2016-02-24 03:10:30.887473,0.21
2016-02-25 03:10:30.887473,0.1
2016-02-26 03:10:30.887473,-1.34
2016-02-29 03:10:30.887473,0.45999999999999996
2016-03-01 03:10:30.887473,0.7000000000000001
2016-03-02 03:10:30.887473,1.3299999999999998
2016-03-03 03:10:30.887473,1.29
2016-03-04 03:10:30.887473,-1.6199999999999999
2016-03-07 03:10:30.887473,-1.0999999999999999
2016-03-08 03:10:30.887473,0.65
2016-03-09 03:10:30.887473,0.65
2016-03-10 03:10:30.887473,0.65
2016-03-11 03:10:30.887473,4.65
2016-03-14 03:10:30.887473,0.72
2016-03-15 03:10:30.887473,1.39
2016-03-16 03:10:30.887473,1.17
2016-03-17 03:10:30.887473,0.8099999999999999
2016-03-18 03:10:30.887473,-0.35000000000000003
2016-03-21 03:10:30.887473,0.9400000000000001
2016-03-22 03:10:30.887473,-0.8999999999999999
2016-03-23 03:10:30.887473,-0.25
2016-03-24 03:10:30.887473,-0.5499999999999999
2016-03-25 03:10:30.887473,0.13
2016-03-28 03:10:30.887473,2.81
2016-03-29 03:10:30.887473,-2.21
2016-03-30 03:10:30.887473,0.8500000000000001
2016-03-31 03:10:30.887473,-1.91
2016-04-01 03:10:30.887473,-0.54
2016-04-04 03:10:30.887473,1.34
2016-04-05 03:10:30.887473,0.11
2016-04-06 03:10:30.887473,-1.26
2016-04-07 03:10:30.887473,-0.83
2016-04-08 03:10:30.887473,0.8500000000000001
2016-04-11 03:10:30.887473,-0.8500000000000001
2016-04-12 03:10:30.887473,0.29
2016-04-13 03:10:30.887473,0.08
2016-04-14 03:10:30.887473,-0.75
2016-04-15 03:10:30.887473,2.6
2016-04-18 03:10:30.887473,0.79
2016-04-19 03:10:30.887473,-2.4
2016-04-20 03:10:30.887473,0.25
2016-04-21 03:10:30.887473,-0.76
2016-04-22 03:10:30.887473,1.05
2016-04-25 03:10:30.887473,-0.9199999999999999
2016-04-26 03:10:30.887473,-0.11
2016-04-27 03:10:30.887473,0.64
2016-04-28 03:10:30.887473,1.0699999999999998
2016-04-29 03:10:30.887473,-1.41
2016-05-02 03:10:30.887473,-0.37
2016-05-03 03:10:30.887473,-0.54
2016-05-04 03:10:30.887473,-0.75
2016-05-05 03:10:30.887473,2.15
2016-05-06 03:10:30.887473,0.52
2016-05-09 03:10:30.887473,-1.48
2016-05-10 03:10:30.887473,1.13
2016-05-11 03:10:30.887473,2.58
2016-05-12 03:10:30.887473,1.27
2016-05-13 03:10:30.887473,-1.79
2016-05-16 03:10:30.887473,-0.5499999999999999
2016-05-17 03:10:30.887473,1.55
2016-05-18 03:10:30.887473,-0.8200000000000001
2016-05-19 03:10:30.887473,0.5599999999999999
2016-05-20 03:10:30.887473,0.96
2016-05-23 03:10:30.887473,-1.08
2016-05-24 03:10:30.887473,-0.04
2016-05-25 03:10:30.887473,-3.8600000000000003
2016-05-26 03:10:30.887473,-1.2
2016-05-27 03:10:30.887473,-0.27
2016-05-30 03:10:30.887473,-1.47
2016-05-31 03:10:30.887473,1.9900000000000002
2016-06-01 03:10:30.887473,-1.69
2016-06-02 03:10:30.887473,-0.5
2016-06-03 03:10:30.887473,0.19
2016-06-06 03:10:30.887473,1.76
2016-06-07 03:10:30.887473,-1.69
2016-06-08 03:10:30.887473,1.43
2016-06-09 03:10:30.887473,0.04
2016-06-10 03:10:30.887473,-1.15
2016-06-13 03:10:30.887473,0.58
2016-06-14 03:10:30.887473,0.27
2016-06-15 03:10:30.887473,-0.69
2016-06-16 03:10:30.887473,0.11
2016-06-17 03:10:30.887473,-0.43
2016-06-20 03:10:30.887473,0.16999999999999998
2016-06-21 03:10:30.887473,0.8200000000000001
2016-06-22 03:10:30.887473,1.9300000000000002
2016-06-23 03:10:30.887473,-1.46
2016-06-24 03:10:30.887473,2.59
2016-06-27 03:10:30.887473,-2.31
2016-06-28 03:10:30.887473,-0.15
2016-06-29 03:10:30.887473,0.74
2016-06-30 03:10:30.887473,0.37
2016-07-01 03:10:30.887473,-0.72
2016-07-04 03:10:30.887473,-0.22
2016-07-05 03:10:30.887473,-0.5599999999999999
2016-07-06 03:10:30.887473,-0.6799999999999999
2016-07-07 03:10:30.887473,1.05
2016-07-08 03:10:30.887473,0.45999999999999996
2016-07-11 03:10:30.887473,-0.8
2016-07-12 03:10:30.887473,1.11
2016-07-13 03:10:30.887473,0.4
2016-07-14 03:10:30.887473,1.01
2016-07-15 03:10:30.887473,0.79
2016-07-18 03:10:30.887473,-0.96
2016-07-19 03:10:30.887473,-0.64
2016-07-20 03:10:30.887473,0.9299999999999999
2016-07-21 03:10:30.887473,0.76
2016-07-22 03:10:30.887473,0.0
2016-07-25 03:10:30.887473,0.16999999999999998
2016-07-26 03:10:30.887473,1.5599999999999998
2016-07-27 03:10:30.887473,-0.6799999999999999
2016-07-28 03:10:30.887473,0.69
2016-07-29 03:10:30.887473,-0.21
2016-08-01 03:10:30.887473,-0.22999999999999998
2016-08-02 03:10:30.887473,1.35
2016-08-03 03:10:30.887473,1.02
2016-08-04 03:10:30.887473,1.01
2016-08-05 03:10:30.887473,4.79
2016-08-08 03:10:30.887473,0.06
2016-08-09 03:10:30.887473,0.8500000000000001
2016-08-10 03:10:30.887473,-0.33999999999999997
2016-08-11 03:10:30.887473,0.42
2016-08-12 03:10:30.887473,-0.13
2016-08-15 03:10:30.887473,0.15
2016-08-16 03:10:30.887473,0.74
2016-08-17 03:10:30.887473,-0.95
2016-08-18 03:10:30.887473,2.54
2016-08-19 03:10:30.887473,-1.18
2016-08-22 03:10:30.887473,-1.43
2016-08-23 03:10:30.887473,1.4200000000000002
2016-08-24 03:10:30.887473,0.98
2016-08-25 03:10:30.887473,0.7799999999999999
2016-08-26 03:10:30.887473,0.7799999999999999
2016-08-29 03:10:30.887473,0.02
2016-08-30 03:10:30.887473,-1.05
2016-08-31 03:10:30.887473,0.12
2016-09-01 03:10:30.887473,-0.7799999999999999
2016-09-02 03:10:30.887473,1.2
2016-09-05 03:10:30.887473,-0.15
2016-09-06 03:10:30.887473,-0.96
2016-09-07 03:10:30.887473,-0.36
2016-09-08 03:10:30.887473,0.53
2016-09-09 03:10:30.887473,-0.65
2016-09-12 03:10:30.887473,-0.96
2016-09-13 03:10:30.887473,0.32
2016-09-14 03:10:30.887473,0.32
2016-09-15 03:10:30.887473,-0.58
2016-09-16 03:10:30.887473,-0.54
2016-09-19 03:10:30.887473,0.31
2016-09-20 03:10:30.887473,-1.71
2016-09-21 03:10:30.887473,-1.66
2016-09-22 03:10:30.887473,-0.83
2016-09-23 03:10:30.887473,-0.22999999999999998
2016-09-26 03:10:30.887473,0.4
2016-09-27 03:10:30.887473,1.7999999999999998
2016-09-28 03:10:30.887473,1.06
2016-09-29 03:10:30.887473,-0.16
2016-09-30 03:10:30.887473,0.01
2016-10-03 03:10:30.887473,-1.17
2016-10-04 03:10:30.887473,0.01
2016-10-05 03:10:30.887473,-0.32
2016-10-06 03:10:30.887473,0.42
2016-10-07 03:10:30.887473,-0.96
2016-10-10 03:10:30.887473,0.65
2016-10-11 03:10:30.887473,1.87
2016-10-12 03:10:30.887473,-0.1
2016-10-13 03:10:30.887473,0.51
2016-10-14 03:10:30.887473,0.86
2016-10-17 03:10:30.887473,-0.44999999999999996
2016-10-18 03:10:30.887473,0.3
2016-10-19 03:10:30.887473,0.05
2016-10-20 03:10:30.887473,0.15
2016-10-21 03:10:30.887473,-0.8999999999999999
2016-10-24 03:10:30.887473,0.06
2016-10-25 03:10:30.887473,0.63
2016-10-26 03:10:30.887473,1.77
2016-10-27 03:10:30.887473,1.18
2016-10-28 03:10:30.887473,2.6100000000000003
2016-10-31 03:10:30.887473,-0.89
2016-11-01 03:10:30.887473,1.08
2016-11-02 03:10:30.887473,0.25
2016-11-03 03:10:30.887473,2.6599999999999997
2016-11-04 03:10:30.887473,-0.9400000000000001
2016-11-07 03:10:30.887473,-0.98
2016-11-08 03:10:30.887473,-0.69
2016-11-09 03:10:30.887473,-2.52
2016-11-10 03:10:30.887473,-0.6
2016-11-11 03:10:30.887473,-0.88
2016-11-14 03:10:30.887473,0.21
2016-11-15 03:10:30.887473,0.44
2016-11-16 03:10:30.887473,2.2800000000000002
2016-11-17 03:10:30.887473,1.17
2016-11-18 03:10:30.887473,-0.66
2016-11-21 03:10:30.887473,-1.05
2016-11-22 03:10:30.887473,0.62
2016-11-23 03:10:30.887473,-1.55
2016-11-24 03:10:30.887473,2.23
2016-11-25 03:10:30.887473,1.4500000000000002
2016-11-28 03:10:30.887473,-0.53
2016-11-29 03:10:30.887473,-2.03
2016-11-30 03:10:30.887473,1.6500000000000001
2016-12-01 03:10:30.887473,-0.11
2016-12-02 03:10:30.887473,1.52
2016-12-05 03:10:30.887473,-1.8800000000000001
2016-12-06 03:10:30.887473,-0.69
2016-12-07 03:10:30.887473,0.04
2016-12-08 03:10:30.887473,0.09
2016-12-09 03:10:30.887473,-0.51
2016-12-12 03:10:30.887473,0.7799999999999999
2016-12-13 03:10:30.887473,-1.25
2016-12-14 03:10:30.887473,-0.13999999999999999
2016-12-15 03:10:30.887473,0.16999999999999998
2016-12-16 03:10:30.887473,0.65
2016-12-19 03:10:30.887473,0.88
2016-12-20 03:10:30.887473,-1.32
2016-12-21 03:10:30.887473,-1.81
2016-12-22 03:10:30.887473,1.5599999999999998
2016-12-23 03:10:30.887473,0.43
2016-12-26 03:10:30.887473,-0.8699999999999999
2016-12-27 03:10:30.887473,1.8900000000000001
2016-12-28 03:10:30.887473,0.16999999999999998
2016-12-29 03:10:30.887473,1.4500000000000002
2016-12-30 03:10:30.887473,0.11
2017-01-02 03:10:30.887473,2.5
2017-01-03 03:10:30.887473,2.1399999999999997
2017-01-04 03:10:30.887473,-0.27
2017-01-05 03:10:30.887473,1.2
2017-01-06 03:10:30.887473,0.8
2017-01-09 03:10:30.887473,1.67
2017-01-10 03:10:30.887473,-1.13
2017-01-11 03:10:30.887473,0.8500000000000001
2017-01-12 03:10:30.887473,1.3
2017-01-13 03:10:30.887473,-2.08
2017-01-16 03:10:30.887473,-1.39
2017-01-17 03:10:30.887473,-2.42
2017-01-18 03:10:30.887473,-0.88
2017-01-19 03:10:30.887473,0.89
2017-01-20 03:10:30.887473,1.83
2017-01-23 03:10:30.887473,0.12
2017-01-24 03:10:30.887473,1.9800000000000002
2017-01-25 03:10:30.887473,-1.63
2017-01-26 03:10:30.887473,-2.01
2017-01-27 03:10:30.887473,-0.04
2017-01-30 03:10:30.887473,0.49
2017-01-31 03:10:30.887473,-0.01
2017-02-01 03:10:30.887473,-2.45
2017-02-02 03:10:30.887473,-0.08
2017-02-03 03:10:30.887473,-1.54
2017-02-06 03:10:30.887473,0.83
2017-02-07 03:10:30.887473,0.47000000000000003
2017-02-08 03:10:30.887473,-1.0999999999999999
2017-02-09 03:10:30.887473,-0.59
2017-02-10 03:10:30.887473,-1.24
2017-02-13 03:10:30.887473,-0.05
2017-02-14 03:10:30.887473,1.18
2017-02-15 03:10:30.887473,-1.15
2017-02-16 03:10:30.887473,0.63
2017-02-17 03:10:30.887473,-0.61
2017-02-20 03:10:30.887473,-0.9199999999999999
2017-02-21 03:10:30.887473,-0.1
2017-02-22 03:10:30.887473,-1.21
2017-02-23 03:10:30.887473,-0.63
2017-02-24 03:10:30.887473,-1.41
2017-02-27 03:10:30.887473,2.39
2017-02-28 03:10:30.887473,0.06999999999999999
2017-03-01 03:10:30.887473,-0.8099999999999999
2017-03-02 03:10:30.887473,0.29
2017-03-03 03:10:30.887473,-0.1
2017-03-06 03:10:30.887473,-0.24
2017-03-07 03:10:30.887473,0.77
2017-03-08 03:10:30.887473,0.9400000000000001
2017-03-09 03:10:30.887473,-0.61
2017-03-10 03:10:30.887473,-0.66
2017-03-13 03:10:30.887473,-0.3
2017-03-14 03:10:30.887473,-2.73
2017-03-15 03:10:30.887473,-1.79
2017-03-16 03:10:30.887473,1.67
2017-03-17 03:10:30.887473,2.0
2017-03-20 03:10:30.887473,-0.27
2017-03-21 03:10:30.887473,0.72
2017-03-22 03:10:30.887473,0.4
2017-03-23 03:10:30.887473,3.7199999999999998
2017-03-24 03:10:30.887473,1.37
2017-03-27 03:10:30.887473,-0.12
2017-03-28 03:10:30.887473,-1.1199999999999999
2017-03-29 03:10:30.887473,-1.9
2017-03-30 03:10:30.887473,0.27
2017-03-31 03:10:30.887473,-0.88
2017-04-03 03:10:30.887473,-1.68
2017-04-04 03:10:30.887473,-0.75
2017-04-05 03:10:30.887473,-1.27
2017-04-06 03:10:30.887473,2.0500000000000003
2017-04-07 03:10:30.887473,1.09
2017-04-10 03:10:30.887473,0.02
2017-04-11 03:10:30.887473,1.81
2017-04-12 03:10:30.887473,0.12
2017-04-13 03:10:30.887473,-1.0
2017-04-14 03:10:30.887473,1.8599999999999999
2017-04-17 03:10:30.887473,0.6799999999999999
2017-04-18 03:10:30.887473,-1.21
2017-04-19 03:10:30.887473,-0.2
2017-04-20 03:10:30.887473,-1.02
2017-04-21 03:10:30.887473,-1.63
2017-04-24 03:10:30.887473,1.1400000000000001
2017-04-25 03:10:30.887473,2.32
2017-04-26 03:10:30.887473,-1.6500000000000001
2017-04-27 03:10:30.887473,0.7100000000000001
2017-04-28 03:10:30.887473,-0.75
2017-05-01 03:10:30.887473,-0.5499999999999999
2017-05-02 03:10:30.887473,-0.6799999999999999
2017-05-03 03:10:30.887473,-1.01
2017-05-04 03:10:30.887473,0.09
2017-05-05 03:10:30.887473,-0.97
2017-05-08 03:10:30.887473,0.35000000000000003
2017-05-09 03:10:30.887473,-0.03
2017-05-10 03:10:30.887473,-0.26
2017-05-11 03:10:30.887473,-1.06
2017-05-12 03:10:30.887473,-0.66
2017-05-15 03:10:30.887473,0.9400000000000001
2017-05-16 03:10:30.887473,0.63
2017-05-17 03:10:30.887473,-1.1400000000000001
2017-05-18 03:10:30.887473,0.15
2017-05-19 03:10:30.887473,0.9299999999999999
2017-05-22 03:10:30.887473,-1.97
2017-05-23 03:10:30.887473,0.6799999999999999
2017-05-24 03:10:30.887473,-0.77
2017-05-25 03:10:30.887473,0.7100000000000001
2017-05-26 03:10:30.887473,-0.89
2017-05-29 03:10:30.887473,-2.1399999999999997
2017-05-30 03:10:30.887473,-1.92
2017-05-31 03:10:30.887473,0.09
2017-06-01 03:10:30.887473,0.33999999999999997
2017-06-02 03:10:30.887473,-1.06
2017-06-05 03:10:30.887473,0.8
2017-06-06 03:10:30.887473,-1.96
2017-06-07 03:10:30.887473,-0.05
2017-06-08 03:10:30.887473,-1.4200000000000002
2017-06-09 03:10:30.887473,-0.75
2017-06-12 03:10:30.887473,0.09
2017-06-13 03:10:30.887473,-1.0
2017-06-14 03:10:30.887473,-0.43
2017-06-15 03:10:30.887473,1.24
2017-06-16 03:10:30.887473,-0.66
2017-06-19 03:10:30.887473,1.03
2017-06-20 03:10:30.887473,-1.3299999999999998
2017-06-21 03:10:30.887473,0.67
2017-06-22 03:10:30.887473,1.76
2017-06-23 03:10:30.887473,-2.94
2017-06-26 03:10:30.887473,-0.9299999999999999
2017-06-27 03:10:30.887473,0.72
2017-06-28 03:10:30.887473,-0.21
2017-06-29 03:10:30.887473,0.48
2017-06-30 03:10:30.887473,-0.69
2017-07-03 03:10:30.887473,0.13
2017-07-04 03:10:30.887473,-0.16
2017-07-05 03:10:30.887473,1.43
2017-07-06 03:10:30.887473,0.33999999999999997
2017-07-07 03:10:30.887473,0.44
2017-07-10 03:10:30.887473,-0.45999999999999996
2017-07-11 03:10:30.887473,-0.5599999999999999
2017-07-12 03:10:30.887473,-0.49
2017-07-13 03:10:30.887473,0.5
2017-07-14 03:10:30.887473,-0.48
2017-07-17 03:10:30.887473,0.38
2017-07-18 03:10:30.887473,2.52
2017-07-19 03:10:30.887473,1.08
2017-07-20 03:10:30.887473,-0.36
2017-07-21 03:10:30.887473,1.47
2017-07-24 03:10:30.887473,-0.45999999999999996
2017-07-25 03:10:30.887473,-2.42
2017-07-26 03:10:30.887473,-1.18
2017-07-27 03:10:30.887473,-2.21
2017-07-28 03:10:30.887473,-0.38999999999999996
2017-07-31 03:10:30.887473,0.05
2017-08-01 03:10:30.887473,2.04
2017-08-02 03:10:30.887473,0.42
2017-08-03 03:10:30.887473,-0.22999999999999998
2017-08-04 03:10:30.887473,1.03
2017-08-07 03:10:30.887473,-2.62
2017-08-08 03:10:30.887473,0.31
2017-08-09 03:10:30.887473,0.96
2017-08-10 03:10:30.887473,-1.7399999999999998
2017-08-11 03:10:30.887473,1.4000000000000001
2017-08-14 03:10:30.887473,0.44
2017-08-15 03:10:30.887473,-0.47000000000000003
2017-08-16 03:10:30.887473,0.79
2017-08-17 03:10:30.887473,2.75
2017-08-18 03:10:30.887473,0.25
2017-08-21 03:10:30.887473,0.33
2017-08-22 03:10:30.887473,-0.52
2017-08-23 03:10:30.887473,-0.9900000000000001
2017-08-24 03:10:30.887473,1.03
2017-08-25 03:10:30.887473,-1.0
2017-08-28 03:10:30.887473,0.12
2017-08-29 03:10:30.887473,-0.54
2017-08-30 03:10:30.887473,0.6
2017-08-31 03:10:30.887473,0.43
2017-09-01 03:10:30.887473,1.28
2017-09-04 03:10:30.887473,-0.58
2017-09-05 03:10:30.887473,-0.29
2017-09-06 03:10:30.887473,-1.1400000000000001
2017-09-07 03:10:30.887473,-0.5
2017-09-08 03:10:30.887473,0.48
2017-09-11 03:10:30.887473,2.82
2017-09-12 03:10:30.887473,-1.08
2017-09-13 03:10:30.887473,1.0699999999999998
2017-09-14 03:10:30.887473,1.66
2017-09-15 03:10:30.887473,0.53
2017-09-18 03:10:30.887473,2.2800000000000002
2017-09-19 03:10:30.887473,-0.8999999999999999
2017-09-20 03:10:30.887473,-1.46
2017-09-21 03:10:30.887473,-2.1
2017-09-22 03:10:30.887473,1.83
2017-09-25 03:10:30.887473,0.8200000000000001
2017-09-26 03:10:30.887473,-0.04
2017-09-27 03:10:30.887473,0.37
2017-09-28 03:10:30.887473,-1.32
2017-09-29 03:10:30.887473,2.96
2017-10-02 03:10:30.887473,0.19
2017-10-03 03:10:30.887473,0.16
2017-10-04 03:10:30.887473,0.8999999999999999
2017-10-05 03:10:30.887473,0.61
2017-10-06 03:10:30.887473,0.3
2017-10-09 03:10:30.887473,-0.9199999999999999
2017-10-10 03:10:30.887473,0.6
2017-10-11 03:10:30.887473,2.29
2017-10-12 03:10:30.887473,1.6400000000000001
2017-10-13 03:10:30.887473,1.94
2017-10-16 03:10:30.887473,-0.58
2017-10-17 03:10:30.887473,-1.16
2017-10-18 03:10:30.887473,-0.12
2017-10-19 03:10:30.887473,0.1
2017-10-20 03:10:30.887473,1.34
2017-10-23 03:10:30.887473,-2.0
2017-10-24 03:10:30.887473,1.87
2017-10-25 03:10:30.887473,-0.16
2017-10-26 03:10:30.887473,-0.48
2017-10-27 03:10:30.887473,-1.18
2017-10-30 03:10:30.887473,-1.96
2017-10-31 03:10:30.887473,1.02
2017-11-01 03:10:30.887473,0.12
2017-11-02 03:10:30.887473,-1.52
2017-11-03 03:10:30.887473,-1.52
2017-11-06 03:10:30.887473,-0.37
2017-11-07 03:10:30.887473,2.03
2017-11-08 03:10:30.887473,-0.27999999999999997
2017-11-09 03:10:30.887473,-1.77
